combination_id,score_to_min,land_use_1,land_use_2,land_use_3,land_use_4
15907,0.4615449473756287,Native Bush,Peach,Avocado,Kale
15908,0.48849771680975446,Native Bush,Peach,Avocado,Barley
15909,0.5969371153754448,Native Bush,Peach,Avocado,South Island arable rotation
15910,0.7203724664688338,Native Bush,Peach,Avocado,Broad acre vegetable rotation
15911,0.8076653399504443,Native Bush,Peach,Lemon (Yen Ben),Blueberry
15912,0.8901573459809978,Native Bush,Peach,Lemon (Yen Ben),Cherry (UFO)
15913,0.9165977213594835,Native Bush,Peach,Lemon (Yen Ben),Cherry (CL)
15914,0.5135858083956657,Native Bush,Peach,Lemon (Yen Ben),Kiwifruit (Gold)
15915,0.5095650956498479,Native Bush,Peach,Lemon (Yen Ben),Kiwifruit (Green)
15916,0.48077398211229705,Native Bush,Peach,Lemon (Yen Ben),Onion
15917,0.7932849440646331,Native Bush,Peach,Lemon (Yen Ben),Squash
15918,0.4642335423490118,Native Bush,Peach,Lemon (Yen Ben),Wheat
15919,0.4244412478479593,Native Bush,Peach,Lemon (Yen Ben),Vining Pea
15920,0.3515022182115421,Native Bush,Peach,Lemon (Yen Ben),Field Pea
15921,0.5357013415176463,Native Bush,Peach,Lemon (Yen Ben),Maize
15922,0.38713928917150875,Native Bush,Peach,Lemon (Yen Ben),Ryegrass Seed
15923,0.46314062776428794,Native Bush,Peach,Lemon (Yen Ben),Kale
15924,0.47783231764705375,Native Bush,Peach,Lemon (Yen Ben),Barley
15925,0.5620873217331562,Native Bush,Peach,Lemon (Yen Ben),South Island arable rotation
15926,0.6793257552142626,Native Bush,Peach,Lemon (Yen Ben),Broad acre vegetable rotation
15927,1.1928019829887562,Native Bush,Peach,Blueberry,Cherry (UFO)
15928,1.2182324724400306,Native Bush,Peach,Blueberry,Cherry (CL)
15929,0.8109078689837751,Native Bush,Peach,Blueberry,Kiwifruit (Gold)
15930,0.8136442350556258,Native Bush,Peach,Blueberry,Kiwifruit (Green)
15931,0.753968312245593,Native Bush,Peach,Blueberry,Onion
15932,1.10811399778115,Native Bush,Peach,Blueberry,Squash
15933,0.728955763108229,Native Bush,Peach,Blueberry,Wheat
15934,0.6967146053964995,Native Bush,Peach,Blueberry,Vining Pea
15935,0.6640647813105031,Native Bush,Peach,Blueberry,Field Pea
15936,0.8053498954630428,Native Bush,Peach,Blueberry,Maize
15937,0.7089098023148145,Native Bush,Peach,Blueberry,Ryegrass Seed
15938,0.7450220310548885,Native Bush,Peach,Blueberry,Kale
15939,0.7673588169335737,Native Bush,Peach,Blueberry,Barley
15940,0.8721247910004296,Native Bush,Peach,Blueberry,South Island arable rotation
15941,0.9753035996918235,Native Bush,Peach,Blueberry,Broad acre vegetable rotation
15942,1.379675854916168,Native Bush,Peach,Cherry (UFO),Cherry (CL)
15943,0.9007547172589803,Native Bush,Peach,Cherry (UFO),Kiwifruit (Gold)
15944,0.9081248449901264,Native Bush,Peach,Cherry (UFO),Kiwifruit (Green)
15945,0.8413038458271609,Native Bush,Peach,Cherry (UFO),Onion
15946,1.2150687403055884,Native Bush,Peach,Cherry (UFO),Squash
15947,0.8057173259308051,Native Bush,Peach,Cherry (UFO),Wheat
15948,0.8090261478040733,Native Bush,Peach,Cherry (UFO),Vining Pea
15949,0.7825062492957172,Native Bush,Peach,Cherry (UFO),Field Pea
15950,0.8755471150703413,Native Bush,Peach,Cherry (UFO),Maize
15951,0.8209679444692322,Native Bush,Peach,Cherry (UFO),Ryegrass Seed
15952,0.8266770549127428,Native Bush,Peach,Cherry (UFO),Kale
15953,0.8521126832086128,Native Bush,Peach,Cherry (UFO),Barley
15954,0.9832712255195861,Native Bush,Peach,Cherry (UFO),South Island arable rotation
15955,1.1074508467815065,Native Bush,Peach,Cherry (UFO),Broad acre vegetable rotation
15956,0.9274894405315122,Native Bush,Peach,Cherry (CL),Kiwifruit (Gold)
15957,0.9350054192218537,Native Bush,Peach,Cherry (CL),Kiwifruit (Green)
15958,0.8671233775642319,Native Bush,Peach,Cherry (CL),Onion
15959,1.2413549435509716,Native Bush,Peach,Cherry (CL),Squash
15960,0.8318983036390226,Native Bush,Peach,Cherry (CL),Wheat
15961,0.8352898979691958,Native Bush,Peach,Cherry (CL),Vining Pea
15962,0.8095972975872093,Native Bush,Peach,Cherry (CL),Field Pea
15963,0.9010286537174826,Native Bush,Peach,Cherry (CL),Maize
15964,0.8481283646922494,Native Bush,Peach,Cherry (CL),Ryegrass Seed
15965,0.8526296060138533,Native Bush,Peach,Cherry (CL),Kale
15966,0.8779767581151384,Native Bush,Peach,Cherry (CL),Barley
15967,1.0102450876531306,Native Bush,Peach,Cherry (CL),South Island arable rotation
15968,1.1344876293347772,Native Bush,Peach,Cherry (CL),Broad acre vegetable rotation
15969,0.5108704669091843,Native Bush,Peach,Kiwifruit (Gold),Kiwifruit (Green)
15970,0.46619192293364586,Native Bush,Peach,Kiwifruit (Gold),Onion
15971,0.7995450138541637,Native Bush,Peach,Kiwifruit (Gold),Squash
15972,0.46575367973409737,Native Bush,Peach,Kiwifruit (Gold),Wheat
15973,0.4168717194647824,Native Bush,Peach,Kiwifruit (Gold),Vining Pea
15974,0.3562322700068671,Native Bush,Peach,Kiwifruit (Gold),Field Pea
15975,0.541006974741279,Native Bush,Peach,Kiwifruit (Gold),Maize
15976,0.3965131390794925,Native Bush,Peach,Kiwifruit (Gold),Ryegrass Seed
15977,0.4749949640021288,Native Bush,Peach,Kiwifruit (Gold),Kale
15978,0.4923777991297501,Native Bush,Peach,Kiwifruit (Gold),Barley
15979,0.5693417210860275,Native Bush,Peach,Kiwifruit (Gold),South Island arable rotation
15980,0.6869380678107866,Native Bush,Peach,Kiwifruit (Gold),Broad acre vegetable rotation
15981,0.4771248759707176,Native Bush,Peach,Kiwifruit (Green),Onion
15982,0.809050377019082,Native Bush,Peach,Kiwifruit (Green),Squash
15983,0.4507015393007157,Native Bush,Peach,Kiwifruit (Green),Wheat
15984,0.4349055909726298,Native Bush,Peach,Kiwifruit (Green),Vining Pea
15985,0.37657149375659815,Native Bush,Peach,Kiwifruit (Green),Field Pea
15986,0.5279380805676304,Native Bush,Peach,Kiwifruit (Green),Maize
15987,0.40972551770221866,Native Bush,Peach,Kiwifruit (Green),Ryegrass Seed
15988,0.466110314850925,Native Bush,Peach,Kiwifruit (Green),Kale
15989,0.4871276565427112,Native Bush,Peach,Kiwifruit (Green),Barley
15990,0.5760684736472734,Native Bush,Peach,Kiwifruit (Green),South Island arable rotation
15991,0.6962118624800027,Native Bush,Peach,Kiwifruit (Green),Broad acre vegetable rotation
15992,0.7365606255143903,Native Bush,Peach,Onion,Squash
15993,0.34885562940746545,Native Bush,Peach,Onion,Wheat
15994,0.6210929836659556,Native Bush,Peach,Onion,Vining Pea
15995,0.498686839383451,Native Bush,Peach,Onion,Field Pea
15996,0.38728455788919913,Native Bush,Peach,Onion,Maize
15997,0.4375623698539304,Native Bush,Peach,Onion,Ryegrass Seed
15998,0.3167695518534118,Native Bush,Peach,Onion,Kale
15999,0.3363994611827704,Native Bush,Peach,Onion,Barley
16000,0.5587485364066372,Native Bush,Peach,Onion,South Island arable rotation
16001,0.6960084965434055,Native Bush,Peach,Onion,Broad acre vegetable rotation
16002,0.7006544824084333,Native Bush,Peach,Squash,Wheat
16003,0.6953304872274256,Native Bush,Peach,Squash,Vining Pea
16004,0.685693407211659,Native Bush,Peach,Squash,Field Pea
16005,0.7828208096172417,Native Bush,Peach,Squash,Maize
16006,0.7329328206186577,Native Bush,Peach,Squash,Ryegrass Seed
16007,0.7411681556286003,Native Bush,Peach,Squash,Kale
16008,0.7730695108056245,Native Bush,Peach,Squash,Barley
16009,0.8788872023583699,Native Bush,Peach,Squash,South Island arable rotation
16010,0.9874498513499685,Native Bush,Peach,Squash,Broad acre vegetable rotation
16011,0.2850866716487712,Native Bush,Peach,Wheat,Vining Pea
16012,0.23397753152909218,Native Bush,Peach,Wheat,Field Pea
16013,0.5485210033382719,Native Bush,Peach,Wheat,Maize
16014,0.310938535465836,Native Bush,Peach,Wheat,Ryegrass Seed
16015,0.48476695990742635,Native Bush,Peach,Wheat,Kale
16016,0.491778181091613,Native Bush,Peach,Wheat,Barley
16017,0.4894231250077517,Native Bush,Peach,Wheat,South Island arable rotation
16018,0.5858346138390161,Native Bush,Peach,Wheat,Broad acre vegetable rotation
16019,0.5203442995767749,Native Bush,Peach,Vining Pea,Field Pea
16020,0.3082279894003464,Native Bush,Peach,Vining Pea,Maize
16021,0.4392327979877761,Native Bush,Peach,Vining Pea,Ryegrass Seed
16022,0.2631348521023042,Native Bush,Peach,Vining Pea,Kale
16023,0.28991329897181295,Native Bush,Peach,Vining Pea,Barley
16024,0.5494538935312491,Native Bush,Peach,Vining Pea,South Island arable rotation
16025,0.6755612259692864,Native Bush,Peach,Vining Pea,Broad acre vegetable rotation
16026,0.30854781269981235,Native Bush,Peach,Field Pea,Maize
16027,0.4022697818406086,Native Bush,Peach,Field Pea,Ryegrass Seed
16028,0.2926850944778833,Native Bush,Peach,Field Pea,Kale
16029,0.3346643865261666,Native Bush,Peach,Field Pea,Barley
16030,0.48920928111214407,Native Bush,Peach,Field Pea,South Island arable rotation
16031,0.6196265674979846,Native Bush,Peach,Field Pea,Broad acre vegetable rotation
16032,0.4004023536815695,Native Bush,Peach,Maize,Ryegrass Seed
16033,0.5676616802616541,Native Bush,Peach,Maize,Kale
16034,0.579284935557374,Native Bush,Peach,Maize,Barley
16035,0.5604783930990357,Native Bush,Peach,Maize,South Island arable rotation
16036,0.6494560080160844,Native Bush,Peach,Maize,Broad acre vegetable rotation
16037,0.3779792848893881,Native Bush,Peach,Ryegrass Seed,Kale
16038,0.4160373144014944,Native Bush,Peach,Ryegrass Seed,Barley
16039,0.5038448368750607,Native Bush,Peach,Ryegrass Seed,South Island arable rotation
16040,0.6270981435622083,Native Bush,Peach,Ryegrass Seed,Broad acre vegetable rotation
16041,0.5463918305549665,Native Bush,Peach,Kale,Barley
16042,0.5151690210795883,Native Bush,Peach,Kale,South Island arable rotation
16043,0.6013538222001288,Native Bush,Peach,Kale,Broad acre vegetable rotation
16044,0.5409559093021449,Native Bush,Peach,Barley,South Island arable rotation
16045,0.626821334269462,Native Bush,Peach,Barley,Broad acre vegetable rotation
16046,0.7807433672907275,Native Bush,Peach,South Island arable rotation,Broad acre vegetable rotation
16047,0.6382434682341176,Native Bush,Nectarine,Apricot,Orange (Navel)
16048,0.882975267358113,Native Bush,Nectarine,Apricot,Orange (Valencia)
16049,0.8402322941626726,Native Bush,Nectarine,Apricot,Mandarin (Encore)
16050,0.610117887301934,Native Bush,Nectarine,Apricot,Mandarin (Satsuma)
16051,0.6591419429387572,Native Bush,Nectarine,Apricot,Lemon (Meyer)
16052,0.5985236361814212,Native Bush,Nectarine,Apricot,Grape
16053,0.6758495550179979,Native Bush,Nectarine,Apricot,Apple
16054,0.7031651950422015,Native Bush,Nectarine,Apricot,Avocado
16055,0.6759773981249337,Native Bush,Nectarine,Apricot,Lemon (Yen Ben)
16056,0.987470402192803,Native Bush,Nectarine,Apricot,Blueberry
16057,1.0877253228549149,Native Bush,Nectarine,Apricot,Cherry (UFO)
16058,1.1142492392195398,Native Bush,Nectarine,Apricot,Cherry (CL)
16059,0.6780711388824285,Native Bush,Nectarine,Apricot,Kiwifruit (Gold)
16060,0.6843581548670897,Native Bush,Nectarine,Apricot,Kiwifruit (Green)
16061,0.6360575583741469,Native Bush,Nectarine,Apricot,Onion
16062,1.0027932881908992,Native Bush,Nectarine,Apricot,Squash
16063,0.586314389794514,Native Bush,Nectarine,Apricot,Wheat
16064,0.5923992862747185,Native Bush,Nectarine,Apricot,Vining Pea
16065,0.5553959557010409,Native Bush,Nectarine,Apricot,Field Pea
16066,0.6649414163703699,Native Bush,Nectarine,Apricot,Maize
16067,0.5937998102711769,Native Bush,Nectarine,Apricot,Ryegrass Seed
16068,0.61096867205497,Native Bush,Nectarine,Apricot,Kale
16069,0.6380857414881184,Native Bush,Nectarine,Apricot,Barley
16070,0.7527230260113373,Native Bush,Nectarine,Apricot,South Island arable rotation
16071,0.8674060641785429,Native Bush,Nectarine,Apricot,Broad acre vegetable rotation
16072,0.6627696164691206,Native Bush,Nectarine,Orange (Navel),Orange (Valencia)
16073,0.6186492422654992,Native Bush,Nectarine,Orange (Navel),Mandarin (Encore)
16074,0.37663348218407744,Native Bush,Nectarine,Orange (Navel),Mandarin (Satsuma)
16075,0.4864397461961433,Native Bush,Nectarine,Orange (Navel),Lemon (Meyer)
16076,0.4106479119391208,Native Bush,Nectarine,Orange (Navel),Grape
16077,0.4274649392910427,Native Bush,Nectarine,Orange (Navel),Apple
16078,0.4824913231126217,Native Bush,Nectarine,Orange (Navel),Avocado
16079,0.42733244820206523,Native Bush,Nectarine,Orange (Navel),Lemon (Yen Ben)
16080,0.7519360205513795,Native Bush,Nectarine,Orange (Navel),Blueberry
16081,0.8763961710776519,Native Bush,Nectarine,Orange (Navel),Cherry (UFO)
16082,0.9040252102032131,Native Bush,Nectarine,Orange (Navel),Cherry (CL)
16083,0.4369725169791855,Native Bush,Nectarine,Orange (Navel),Kiwifruit (Gold)
16084,0.4499358548605362,Native Bush,Nectarine,Orange (Navel),Kiwifruit (Green)
16085,0.47308468967984907,Native Bush,Nectarine,Orange (Navel),Onion
16086,0.7760054846437472,Native Bush,Nectarine,Orange (Navel),Squash
16087,0.3403918316973037,Native Bush,Nectarine,Orange (Navel),Wheat
16088,0.471922505123045,Native Bush,Nectarine,Orange (Navel),Vining Pea
16089,0.4246812203544795,Native Bush,Nectarine,Orange (Navel),Field Pea
16090,0.42621594402757473,Native Bush,Nectarine,Orange (Navel),Maize
16091,0.42479135022604375,Native Bush,Nectarine,Orange (Navel),Ryegrass Seed
16092,0.39530938789476683,Native Bush,Nectarine,Orange (Navel),Kale
16093,0.4323013884693645,Native Bush,Nectarine,Orange (Navel),Barley
16094,0.5388948312925851,Native Bush,Nectarine,Orange (Navel),South Island arable rotation
16095,0.6588052515007867,Native Bush,Nectarine,Orange (Navel),Broad acre vegetable rotation
16096,0.8675219069684675,Native Bush,Nectarine,Orange (Valencia),Mandarin (Encore)
16097,0.6194202842867437,Native Bush,Nectarine,Orange (Valencia),Mandarin (Satsuma)
16098,0.6854414659523167,Native Bush,Nectarine,Orange (Valencia),Lemon (Meyer)
16099,0.6130876497872843,Native Bush,Nectarine,Orange (Valencia),Grape
16100,0.6849141687859073,Native Bush,Nectarine,Orange (Valencia),Apple
16101,0.7189231615767561,Native Bush,Nectarine,Orange (Valencia),Avocado
16102,0.685042081088878,Native Bush,Nectarine,Orange (Valencia),Lemon (Yen Ben)
16103,0.993418709550861,Native Bush,Nectarine,Orange (Valencia),Blueberry
16104,1.0945470853668242,Native Bush,Nectarine,Orange (Valencia),Cherry (UFO)
16105,1.1206479428003546,Native Bush,Nectarine,Orange (Valencia),Cherry (CL)
16106,0.6904483005604937,Native Bush,Nectarine,Orange (Valencia),Kiwifruit (Gold)
16107,0.6980579197559964,Native Bush,Nectarine,Orange (Valencia),Kiwifruit (Green)
16108,0.6378527658889239,Native Bush,Nectarine,Orange (Valencia),Onion
16109,1.0174462574382308,Native Bush,Nectarine,Orange (Valencia),Squash
16110,0.6005725359990067,Native Bush,Nectarine,Orange (Valencia),Wheat
16111,0.5899474857514723,Native Bush,Nectarine,Orange (Valencia),Vining Pea
16112,0.5812205899512075,Native Bush,Nectarine,Orange (Valencia),Field Pea
16113,0.6859104492271181,Native Bush,Nectarine,Orange (Valencia),Maize
16114,0.6256803547634981,Native Bush,Nectarine,Orange (Valencia),Ryegrass Seed
16115,0.6413551419659734,Native Bush,Nectarine,Orange (Valencia),Kale
16116,0.672536988550879,Native Bush,Nectarine,Orange (Valencia),Barley
16117,0.7610724545968452,Native Bush,Nectarine,Orange (Valencia),South Island arable rotation
16118,0.8771452907587449,Native Bush,Nectarine,Orange (Valencia),Broad acre vegetable rotation
16119,0.5771220683034912,Native Bush,Nectarine,Mandarin (Encore),Mandarin (Satsuma)
16120,0.6414661148874622,Native Bush,Nectarine,Mandarin (Encore),Lemon (Meyer)
16121,0.5700368374703408,Native Bush,Nectarine,Mandarin (Encore),Grape
16122,0.6438029458183337,Native Bush,Nectarine,Mandarin (Encore),Apple
16123,0.6758409202870322,Native Bush,Nectarine,Mandarin (Encore),Avocado
16124,0.6439406118371761,Native Bush,Nectarine,Mandarin (Encore),Lemon (Yen Ben)
16125,0.9533893080637478,Native Bush,Nectarine,Mandarin (Encore),Blueberry
16126,1.054167864741313,Native Bush,Nectarine,Mandarin (Encore),Cherry (UFO)
16127,1.0804581371399653,Native Bush,Nectarine,Mandarin (Encore),Cherry (CL)
16128,0.6489204138150266,Native Bush,Nectarine,Mandarin (Encore),Kiwifruit (Gold)
16129,0.6558036049216688,Native Bush,Nectarine,Mandarin (Encore),Kiwifruit (Green)
16130,0.6003897333608152,Native Bush,Nectarine,Mandarin (Encore),Onion
16131,0.9739598570564002,Native Bush,Nectarine,Mandarin (Encore),Squash
16132,0.5620537860653784,Native Bush,Nectarine,Mandarin (Encore),Wheat
16133,0.5542295056405612,Native Bush,Nectarine,Mandarin (Encore),Vining Pea
16134,0.5387721668220283,Native Bush,Nectarine,Mandarin (Encore),Field Pea
16135,0.6471336507843951,Native Bush,Nectarine,Mandarin (Encore),Maize
16136,0.5812029138637186,Native Bush,Nectarine,Mandarin (Encore),Ryegrass Seed
16137,0.600701472074662,Native Bush,Nectarine,Mandarin (Encore),Kale
16138,0.6310635831233992,Native Bush,Nectarine,Mandarin (Encore),Barley
16139,0.7203584329330598,Native Bush,Nectarine,Mandarin (Encore),South Island arable rotation
16140,0.837104142503754,Native Bush,Nectarine,Mandarin (Encore),Broad acre vegetable rotation
16141,0.39294923538047544,Native Bush,Nectarine,Mandarin (Satsuma),Lemon (Meyer)
16142,0.35413261185597794,Native Bush,Nectarine,Mandarin (Satsuma),Grape
16143,0.44296705895088234,Native Bush,Nectarine,Mandarin (Satsuma),Apple
16144,0.44719565253786675,Native Bush,Nectarine,Mandarin (Satsuma),Avocado
16145,0.44317626548914485,Native Bush,Nectarine,Mandarin (Satsuma),Lemon (Yen Ben)
16146,0.7309764197086512,Native Bush,Nectarine,Mandarin (Satsuma),Blueberry
16147,0.8396569022623529,Native Bush,Nectarine,Mandarin (Satsuma),Cherry (UFO)
16148,0.8670426588956098,Native Bush,Nectarine,Mandarin (Satsuma),Cherry (CL)
16149,0.4359811887897824,Native Bush,Nectarine,Mandarin (Satsuma),Kiwifruit (Gold)
16150,0.4358770064032621,Native Bush,Nectarine,Mandarin (Satsuma),Kiwifruit (Green)
16151,0.46212161886976105,Native Bush,Nectarine,Mandarin (Satsuma),Onion
16152,0.7290691284774059,Native Bush,Nectarine,Mandarin (Satsuma),Squash
16153,0.37030698507430926,Native Bush,Nectarine,Mandarin (Satsuma),Wheat
16154,0.4318046977676223,Native Bush,Nectarine,Mandarin (Satsuma),Vining Pea
16155,0.33047695953877926,Native Bush,Nectarine,Mandarin (Satsuma),Field Pea
16156,0.43650138790994003,Native Bush,Nectarine,Mandarin (Satsuma),Maize
16157,0.3309798970599636,Native Bush,Nectarine,Mandarin (Satsuma),Ryegrass Seed
16158,0.36159624534595913,Native Bush,Nectarine,Mandarin (Satsuma),Kale
16159,0.37830513056515375,Native Bush,Nectarine,Mandarin (Satsuma),Barley
16160,0.5037538934110665,Native Bush,Nectarine,Mandarin (Satsuma),South Island arable rotation
16161,0.6387394494612089,Native Bush,Nectarine,Mandarin (Satsuma),Broad acre vegetable rotation
16162,0.4300424920468218,Native Bush,Nectarine,Lemon (Meyer),Grape
16163,0.4458919630940716,Native Bush,Nectarine,Lemon (Meyer),Apple
16164,0.5041984710207892,Native Bush,Nectarine,Lemon (Meyer),Avocado
16165,0.4457381507688185,Native Bush,Nectarine,Lemon (Meyer),Lemon (Yen Ben)
16166,0.7721729990054709,Native Bush,Nectarine,Lemon (Meyer),Blueberry
16167,0.8951209581214041,Native Bush,Nectarine,Lemon (Meyer),Cherry (UFO)
16168,0.9225723809343971,Native Bush,Nectarine,Lemon (Meyer),Cherry (CL)
16169,0.4625911733238334,Native Bush,Nectarine,Lemon (Meyer),Kiwifruit (Gold)
16170,0.4740951746345461,Native Bush,Nectarine,Lemon (Meyer),Kiwifruit (Green)
16171,0.4675594724266571,Native Bush,Nectarine,Lemon (Meyer),Onion
16172,0.7987087581226718,Native Bush,Nectarine,Lemon (Meyer),Squash
16173,0.37736653650278146,Native Bush,Nectarine,Lemon (Meyer),Wheat
16174,0.46943279093874835,Native Bush,Nectarine,Lemon (Meyer),Vining Pea
16175,0.43232737832647566,Native Bush,Nectarine,Lemon (Meyer),Field Pea
16176,0.464400002487036,Native Bush,Nectarine,Lemon (Meyer),Maize
16177,0.44268158414858855,Native Bush,Nectarine,Lemon (Meyer),Ryegrass Seed
